match_id,liga,home,away,inicio_local,actualizado,1x2_home,1x2_away,1x2_draw,hdp_home_1.25,hdp_away_-1.25,goles_2.5_over,goles_2.5_under,goles_1.5_over,goles_1.5_under,goles_tt_home_0.5_over,goles_tt_home_0.5_under,goles_tt_away_1.5_over,goles_tt_away_1.5_under,corners_total_10.0_over,corners_total_10.0_under,corners_home_3.5_over,corners_home_3.5_under,corners_away_5.5_over,corners_away_5.5_under,hdp_home_-0.25,hdp_away_0.25,goles_2.25_over,goles_2.25_under,goles_1.25_over,goles_1.25_under,goles_tt_home_1.5_over,goles_tt_home_1.5_under,goles_tt_away_0.5_over,goles_tt_away_0.5_under,corners_total_9.5_over,corners_total_9.5_under,corners_home_4.5_over,corners_home_4.5_under,corners_away_3.5_over,corners_away_3.5_under,hdp_home_-1.25,hdp_away_1.25,goles_2.75_over,goles_2.75_under,goles_1.75_over,goles_1.75_under,corners_home_5.5_over,corners_home_5.5_under,corners_away_2.5_over,corners_away_2.5_under,hdp_home_-0.5,hdp_away_0.5,hdp_home_-0.75,hdp_away_0.75,corners_total_10.5_over,corners_total_10.5_under,hdp_home_0.25,hdp_away_-0.25,corners_away_4.5_over,corners_away_4.5_under,hdp_home_-1.75,hdp_away_1.75,goles_tt_home_2.5_over,goles_tt_home_2.5_under,corners_home_7.5_over,corners_home_7.5_under,hdp_home_0.5,hdp_away_-0.5,goles_3.0_over,goles_3.0_under,goles_2.0_over,goles_2.0_under,hdp_home_0.0,hdp_away_-0.0,hdp_home_-1.0,hdp_away_1.0,corners_home_6.5_over,corners_home_6.5_under,hdp_home_-2.5,hdp_away_2.5,goles_3.75_over,goles_3.75_under,goles_tt_home_3.5_over,goles_tt_home_3.5_under,goles_1.0_over,goles_1.0_under,hdp_home_-2.0,hdp_away_2.0,goles_4.5_over,goles_4.5_under,goles_3.5_over,goles_3.5_under,corners_total_11.0_over,corners_total_11.0_under,hdp_home_1.0,hdp_away_-1.0,goles_3.25_over,goles_3.25_under,goles_tt_away_2.5_over,goles_tt_away_2.5_under,hdp_home_0.75,hdp_away_-0.75,corners_total_11.5_over,corners_total_11.5_under,hdp_home_-2.25,hdp_away_2.25,corners_total_12.0_over,corners_total_12.0_under,corners_away_6.5_over,corners_away_6.5_under,hdp_home_-1.5,hdp_away_1.5,hdp_home_1.75,hdp_away_-1.75
1634444777,Premier League,Ipswich Town,Liverpool,2026-09-04 15:00,2026-09-04 16:46:39,6.13,1.5,4.81,,,,,,,1.4202,2.91,,,,,1.8475,1.9346,,,,,1.3012,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,1.5435,2.17,1.7937,1.885,2.02,2.26,1.6536,,,,,,,,,2.03,1.7519,,,,
1634462590,Ligue 1,PSG,Monaco,2026-09-04 15:05,2026-09-04 16:47:16,1.3413,8.27,5.93,,,1.3484,3.32,,,,,,,,,,,,,,,,,,,,,1.5,2.62,,,,,2.19,1.6452,,,,,,,,,,,,,,,2.24,1.625,,,,,,,1.8696,1.9524,,,,,,,,,,,,,1.9615,1.8197,,,,,,,,,,,,,1.9091,2.0,,,,,,,,,,,,,,,,,,,1.8772,2.05,,
1634530182,Premier League,Newcastle,Bournemouth,2026-09-05 07:30,2026-09-04 16:46:31,2.15,3.31,3.75,,,,,,,,,2.35,1.6211,,,,,,,1.885,2.03,,,,,1.8333,2.01,,,,,,,,,,,,,,,1.6993,2.08,,,,,,,,,,,1.8197,1.9434,,,,,,,,,1.9434,1.9434,1.2463,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,1.495,,,,,,
1634530286,Premier League,Fulham,Crystal Palace,2026-09-05 10:00,2026-09-04 16:46:55,2.27,3.3,3.45,,,1.9091,1.9804,1.2747,3.9,,,2.8,1.4587,,,,,,,1.9615,1.9434,,,,,2.16,1.7194,,,,,,,1.6494,2.16,,,,,,,1.7692,1.9901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,1.5348,,,,,,,,,,,,,,,,,,,,
1634530079,Premier League,Brighton Hove,Leeds United,2026-09-05 10:00,2026-09-04 16:46:43,2.03,3.8,3.58,,,1.9091,1.9804,1.2825,3.83,,,,,,,,,,,,,,,,,2.01,1.8333,1.4202,2.95,,,,,1.9091,1.8547,,,,,,,,,,,2.04,1.8696,,,,,,,,,,,,,,,,,,,,,,,,,2.17,1.641,,,,,,,,,,,,,,,2.51,1.5025,,,,,,,,,,,,,,,,,,,,
1634530181,Premier League,Nottingham,Tottenham,2026-09-05 10:00,2026-09-04 16:46:47,2.41,2.97,3.55,,,1.9091,1.9804,1.2817,3.84,,,2.68,1.4926,,,,,,,2.1,1.8264,,,,,2.28,1.6536,,,,,1.625,2.2,,,,,,,,,,,,,,,,,,,,,1.7519,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,1.5435,,,,,,,,,,,,,,,,,,,,
1634530078,Premier League,Man City,Coventry City,2026-09-05 10:00,2026-09-04 16:46:27,1.1508,16.0,9.16,,,1.3175,3.4,,,,,,,,,,,,,,,,,,,,,1.9346,1.885,,,,,,,,,,,,,,,1.641,2.07,,,,,,,,,,,,,1.6135,2.33,2.04,1.6623,,,,,,,,,,,,,,,,,,,,,,,,,1.8772,2.0,,,,,,,,,,,2.39,1.4425,1.9434,1.9434,,,,,,,,
1634530080,Premier League,Brentford,Sunderland,2026-09-05 10:00,2026-09-04 16:46:35,1.6536,5.45,4.03,,,1.8403,2.06,1.2674,3.97,,,,,,,,,,,,,,,,,1.7246,2.16,1.578,2.44,,,,,1.7299,2.04,,,,,,,1.7519,2.01,,,,,1.8475,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,1.4673,,,,,,,,,,,,,,,,,,,,
1635113826,Ligue 1,RC Lens,Lorient,2026-09-05 11:15,2026-09-04 16:47:09,1.4926,6.43,4.7,,,,,,,,,,,,,,,,,,,,,,,1.5291,2.56,1.6098,2.37,,,,,1.9709,1.7937,2.1,1.8264,1.8403,2.06,1.25,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,1.7143,,,,,,,,,,,,,,,2.58,1.4651,,,,,,,,,,,,,,,,,,,,
1634530180,Premier League,Hull City,Aston Villa,2026-09-05 12:30,2026-09-04 16:46:24,4.17,1.9009,3.71,,,1.9524,1.9346,1.2959,3.71,1.4902,2.69,1.9524,1.8772,2.38,1.5556,1.9346,1.8264,1.9615,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9901,1.9091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634603252,La Liga,Rayo Vallecano,Santander,2026-09-05 12:30,2026-09-04 16:47:49,2.26,3.27,3.49,,,1.8403,2.06,1.2703,3.94,,,2.74,1.4739,,,,,,,1.9615,1.9434,,,,,2.1,1.7634,,,,,,,1.8197,1.9434,,,,,,,1.641,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,1.5102,,,,,,,,,,,,,,,,,,,,
1635126713,Ligue 1,Nice,Le Mans,2026-09-05 14:45,2026-09-04 16:47:13,1.8547,4.26,3.82,,,1.8547,2.05,1.2688,3.95,,,,,,,,,,,,,,,,,1.8772,1.9615,1.4608,2.78,,,,,1.9259,1.8403,,,,,,,,,,,1.8621,2.05,,,,,,,,,,,,,,,,,,,,,,,,,2.15,1.6536,,,,,,,,,,,,,,,2.57,1.4695,,,,,,,,,,,,,,,,,,,,
1635126714,Ligue 1,Le Havre,Brest,2026-09-05 14:45,2026-09-04 16:47:32,2.65,2.82,3.32,,,,,,,,,2.81,1.4545,,,,,,,,,1.9174,1.9709,1.2392,4.28,2.73,1.4762,,,,,1.7194,2.05,,,,,,,,,,,,,,,,,2.49,1.4975,,,2.05,1.7246,,,,,,,,,,,,,1.8929,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634606481,La Liga,Villarreal,Deportivo,2026-09-05 15:00,2026-09-04 16:47:41,1.4975,6.23,4.77,,,,,,,,,,,,,,,,,,,,,,,1.565,2.47,1.6667,2.25,,,,,1.7812,1.9804,2.1,1.8264,1.9091,1.9804,1.2755,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,1.7246,,,,,,,,,,,,,,,2.37,1.5587,,,,,,,,,,,,,,,,,,,,
1635193831,Ligue 1,Troyes,Strasbourg,2026-09-06 10:00,2026-09-04 16:47:20,3.12,2.35,3.48,,,1.885,2.01,1.271,3.93,,,2.2,1.6993,,,,,,,,,,,,,2.68,1.4926,,,2.33,1.5682,2.02,1.7463,1.6757,2.11,,,,,,,,,,,,,,,,,1.8772,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634624930,Premier League,Everton,Man United,2026-09-06 10:00,2026-09-04 16:46:19,3.41,2.13,3.7,,,,,,,,,1.8772,1.9615,,,,,,,,,,,,,2.57,1.5291,,,,,1.9009,1.8696,,,,,1.8621,2.03,1.2463,4.19,,,,,,,,,,,2.06,1.8621,1.6623,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,1.4762,,,,,,,,,,,,,,,,,,,,
1634659718,La Liga,Valencia,Barça,2026-09-06 11:15,2026-09-04 16:47:53,9.52,1.2717,6.54,,,1.3584,3.2,,,1.6061,2.38,,,,,1.6993,1.9901,1.6579,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9434,1.9259,2.22,1.5525,,,,,1.8197,2.03,,,,,,,,,,,,,1.9434,1.9434
1635183231,Ligue 1,Angers SCO,Stade Rennais,2026-09-06 12:15,2026-09-04 16:47:05,3.92,1.8929,3.96,,,,,,,,,1.8065,2.04,,,,,2.06,1.7143,,,,,,,2.93,1.4255,,,,,2.25,1.5952,,,,,1.9009,1.9901,1.2639,4.0,,,,,,,,,2.45,1.5128,,,,,,,,,,,2.0,1.9009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634624929,Premier League,Arsenal,Chelsea,2026-09-06 12:30,2026-09-04 16:46:51,1.6993,5.17,3.92,,,,,,,,,,,,,,,,,,,,,,,1.6757,2.24,1.4808,2.72,,,,,1.9434,1.813,,,1.9009,1.9804,1.2688,3.95,1.7092,2.07,,,,,1.9009,2.01,2.32,1.5848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634665835,La Liga,Alavés,Osasuna,2026-09-06 13:30,2026-09-04 16:47:57,2.29,3.68,3.07,,,,,,,,,,,,,,,,,1.9434,1.9615,,,,,2.73,1.4785,1.5848,2.42,,,,,,,,,,,,,2.08,1.6944,,,,,,,2.39,1.5525,,,2.17,1.641,,,,,,,,,,,1.9259,1.9615,,,,,,,,,,,,,1.1603,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634659755,La Liga,Málaga,Levante,2026-09-06 13:30,2026-09-04 16:48:01,2.43,3.11,3.33,,,1.9804,1.9009,1.3012,3.67,,,2.77,1.4673,,,,,,,2.09,1.8333,,,,,2.33,1.6289,,,,,,,1.7634,2.0,,,,,,,2.1,1.6849,,,,,,,2.61,1.4673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635196876,Ligue 1,Marseille,Paris FC,2026-09-06 15:45,2026-09-04 16:47:24,1.8065,4.27,4.03,,,,,,,,,,,,,,,,,,,,,,,1.7092,2.18,1.4115,2.98,,,,,2.07,1.7042,,,1.8475,2.05,1.2506,4.14,1.6711,2.12,,,,,2.04,1.8772,2.46,1.5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634659787,La Liga,Espanyol,Sevilla FC,2026-09-06 16:00,2026-09-04 16:47:45,2.28,3.42,3.3,,,,,,,,,,,,,,,,,1.9615,1.9434,2.11,1.8065,1.2857,3.8,2.62,1.5128,1.5155,2.61,2.45,1.5263,1.9091,1.8621,1.6579,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
